2024-07-17 18:59:48 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P1  -----------------------------------
2024-07-17 22:04:23 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P54...
2024-07-17 22:04:26 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P54 separated successfully in 2.71 seconds
2024-07-17 22:04:26 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P54...
2024-07-17 22:04:26 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P54 created successfully in 0.14 seconds
2024-07-17 22:04:26 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P54...
2024-07-17 22:04:29 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P54 converted successfully in 3.20 seconds
2024-07-17 22:04:29 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P54...
2024-07-17 22:06:07 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P54 ran successfully in 98.05 seconds
2024-07-17 22:06:07 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P54...
2024-07-17 22:06:43 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P54 ran successfully in 35.63 seconds
2024-07-17 22:06:43 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P54...
2024-07-17 22:06:43 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P54 created successfully in 0.00 seconds
2024-07-17 22:06:43 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P54
2024-07-17 22:07:49 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P54 created successfully in 65.90 seconds
2024-07-17 22:07:49 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P54...
2024-07-17 22:08:09 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P54 : 9
2024-07-17 22:08:09 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P54 filtered successfully in 20.49 seconds
2024-07-17 22:08:09 |              __main__ |    DEBUG | Time taken for patient AGORL_P54 : 3.77 minutes.
2024-07-17 22:08:09 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:08:09 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P55 -----------------------------------
2024-07-17 22:08:09 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P55...
2024-07-17 22:08:12 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P55 separated successfully in 3.00 seconds
2024-07-17 22:08:12 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P55...
2024-07-17 22:08:13 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P55 created successfully in 0.14 seconds
2024-07-17 22:08:13 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P55...
2024-07-17 22:08:16 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P55 converted successfully in 2.97 seconds
2024-07-17 22:08:16 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P55...
2024-07-17 22:09:49 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P55 ran successfully in 93.12 seconds
2024-07-17 22:09:49 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P55...
2024-07-17 22:10:21 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P55 ran successfully in 32.36 seconds
2024-07-17 22:10:21 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P55...
2024-07-17 22:10:21 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P55 created successfully in 0.00 seconds
2024-07-17 22:10:21 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P55
2024-07-17 22:11:20 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P55 created successfully in 58.86 seconds
2024-07-17 22:11:20 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P55...
2024-07-17 22:11:31 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P55 : 5
2024-07-17 22:11:31 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P55 filtered successfully in 10.77 seconds
2024-07-17 22:11:31 |              __main__ |    DEBUG | Time taken for patient AGORL_P55 : 3.35 minutes.
2024-07-17 22:11:31 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:11:31 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P56 -----------------------------------
2024-07-17 22:11:31 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P56...
2024-07-17 22:11:34 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P56 separated successfully in 3.00 seconds
2024-07-17 22:11:34 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P56...
2024-07-17 22:11:34 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P56 created successfully in 0.18 seconds
2024-07-17 22:11:34 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P56...
2024-07-17 22:11:37 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P56 converted successfully in 3.56 seconds
2024-07-17 22:11:37 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P56...
2024-07-17 22:13:44 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P56 ran successfully in 126.57 seconds
2024-07-17 22:13:44 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P56...
2024-07-17 22:14:28 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P56 ran successfully in 44.13 seconds
2024-07-17 22:14:28 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P56...
2024-07-17 22:14:28 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P56 created successfully in 0.00 seconds
2024-07-17 22:14:28 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P56
2024-07-17 22:15:30 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P56 created successfully in 61.78 seconds
2024-07-17 22:15:30 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P56...
2024-07-17 22:15:48 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P56 : 7
2024-07-17 22:15:48 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P56 filtered successfully in 17.92 seconds
2024-07-17 22:15:48 |              __main__ |    DEBUG | Time taken for patient AGORL_P56 : 4.29 minutes.
2024-07-17 22:15:48 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:15:48 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P58 -----------------------------------
2024-07-17 22:15:48 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P58...
2024-07-17 22:15:49 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P58 separated successfully in 1.61 seconds
2024-07-17 22:15:49 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P58...
2024-07-17 22:15:50 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P58 created successfully in 0.14 seconds
2024-07-17 22:15:50 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P58...
2024-07-17 22:15:53 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P58 converted successfully in 2.92 seconds
2024-07-17 22:15:53 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P58...
2024-07-17 22:17:23 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P58 ran successfully in 90.73 seconds
2024-07-17 22:17:23 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P58...
2024-07-17 22:17:55 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P58 ran successfully in 31.34 seconds
2024-07-17 22:17:55 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P58...
2024-07-17 22:17:55 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P58 created successfully in 0.00 seconds
2024-07-17 22:17:55 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P58
2024-07-17 22:18:51 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P58 created successfully in 56.72 seconds
2024-07-17 22:18:51 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P58...
2024-07-17 22:19:01 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P58 : 4
2024-07-17 22:19:01 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P58 filtered successfully in 9.17 seconds
2024-07-17 22:19:01 |              __main__ |    DEBUG | Time taken for patient AGORL_P58 : 3.21 minutes.
2024-07-17 22:19:01 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:19:01 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P59 -----------------------------------
2024-07-17 22:19:01 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P59...
2024-07-17 22:19:03 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P59 separated successfully in 2.38 seconds
2024-07-17 22:19:03 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P59...
2024-07-17 22:19:03 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P59 created successfully in 0.16 seconds
2024-07-17 22:19:03 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P59...
2024-07-17 22:19:06 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P59 converted successfully in 3.15 seconds
2024-07-17 22:19:06 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P59...
2024-07-17 22:20:42 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P59 ran successfully in 95.95 seconds
2024-07-17 22:20:42 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P59...
2024-07-17 22:21:15 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P59 ran successfully in 33.09 seconds
2024-07-17 22:21:15 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P59...
2024-07-17 22:21:15 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P59 created successfully in 0.00 seconds
2024-07-17 22:21:15 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P59
2024-07-17 22:22:17 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P59 created successfully in 62.06 seconds
2024-07-17 22:22:17 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P59...
2024-07-17 22:22:36 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P59 : 9
2024-07-17 22:22:36 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P59 filtered successfully in 18.89 seconds
2024-07-17 22:22:36 |              __main__ |    DEBUG | Time taken for patient AGORL_P59 : 3.59 minutes.
2024-07-17 22:22:36 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:22:36 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P60 -----------------------------------
2024-07-17 22:22:36 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P60...
2024-07-17 22:22:38 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P60 separated successfully in 1.46 seconds
2024-07-17 22:22:38 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P60...
2024-07-17 22:22:38 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P60 created successfully in 0.14 seconds
2024-07-17 22:22:38 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P60...
2024-07-17 22:22:41 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P60 converted successfully in 2.84 seconds
2024-07-17 22:22:41 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P60...
2024-07-17 22:24:12 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P60 ran successfully in 91.03 seconds
2024-07-17 22:24:12 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P60...
2024-07-17 22:24:43 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P60 ran successfully in 31.13 seconds
2024-07-17 22:24:43 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P60...
2024-07-17 22:24:43 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P60 created successfully in 0.00 seconds
2024-07-17 22:24:43 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P60
2024-07-17 22:25:39 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P60 created successfully in 55.85 seconds
2024-07-17 22:25:39 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P60...
2024-07-17 22:25:55 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P60 : 3
2024-07-17 22:25:55 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P60 filtered successfully in 16.08 seconds
2024-07-17 22:25:55 |              __main__ |    DEBUG | Time taken for patient AGORL_P60 : 3.31 minutes.
2024-07-17 22:25:55 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:25:55 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P61 -----------------------------------
2024-07-17 22:25:55 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P61...
2024-07-17 22:25:57 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P61 separated successfully in 2.18 seconds
2024-07-17 22:25:57 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P61...
2024-07-17 22:25:57 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P61 created successfully in 0.18 seconds
2024-07-17 22:25:57 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P61...
2024-07-17 22:26:00 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P61 converted successfully in 3.29 seconds
2024-07-17 22:26:00 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P61...
2024-07-17 22:27:39 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P61 ran successfully in 98.95 seconds
2024-07-17 22:27:39 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P61...
2024-07-17 22:28:14 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P61 ran successfully in 35.03 seconds
2024-07-17 22:28:14 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P61...
2024-07-17 22:28:14 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P61 created successfully in 0.00 seconds
2024-07-17 22:28:14 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P61
2024-07-17 22:29:23 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P61 created successfully in 68.85 seconds
2024-07-17 22:29:23 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P61...
2024-07-17 22:29:41 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P61 : 4
2024-07-17 22:29:41 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P61 filtered successfully in 17.68 seconds
2024-07-17 22:29:41 |              __main__ |    DEBUG | Time taken for patient AGORL_P61 : 3.77 minutes.
2024-07-17 22:29:41 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:29:41 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P62 -----------------------------------
2024-07-17 22:29:41 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P62...
2024-07-17 22:29:43 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P62 separated successfully in 2.42 seconds
2024-07-17 22:29:43 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P62...
2024-07-17 22:29:44 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P62 created successfully in 0.15 seconds
2024-07-17 22:29:44 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P62...
2024-07-17 22:29:47 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P62 converted successfully in 3.13 seconds
2024-07-17 22:29:47 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P62...
2024-07-17 22:31:22 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P62 ran successfully in 95.25 seconds
2024-07-17 22:31:22 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P62...
2024-07-17 22:31:55 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P62 ran successfully in 32.87 seconds
2024-07-17 22:31:55 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P62...
2024-07-17 22:31:55 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P62 created successfully in 0.00 seconds
2024-07-17 22:31:55 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P62
2024-07-17 22:32:55 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P62 created successfully in 60.30 seconds
2024-07-17 22:32:55 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P62...
2024-07-17 22:33:06 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P62 : 5
2024-07-17 22:33:06 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P62 filtered successfully in 10.64 seconds
2024-07-17 22:33:06 |              __main__ |    DEBUG | Time taken for patient AGORL_P62 : 3.41 minutes.
2024-07-17 22:33:06 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:33:06 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P63 -----------------------------------
2024-07-17 22:33:06 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P63...
2024-07-17 22:33:08 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P63 separated successfully in 2.41 seconds
2024-07-17 22:33:08 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P63...
2024-07-17 22:33:08 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P63 created successfully in 0.17 seconds
2024-07-17 22:33:08 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P63...
2024-07-17 22:33:11 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P63 converted successfully in 2.80 seconds
2024-07-17 22:33:11 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P63...
2024-07-17 22:34:44 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P63 ran successfully in 93.04 seconds
2024-07-17 22:34:44 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P63...
2024-07-17 22:35:17 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P63 ran successfully in 32.67 seconds
2024-07-17 22:35:17 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P63...
2024-07-17 22:35:17 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P63 created successfully in 0.00 seconds
2024-07-17 22:35:17 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P63
2024-07-17 22:36:17 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P63 created successfully in 59.93 seconds
2024-07-17 22:36:17 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P63...
2024-07-17 22:36:36 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P63 : 8
2024-07-17 22:36:36 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P63 filtered successfully in 19.06 seconds
2024-07-17 22:36:36 |              __main__ |    DEBUG | Time taken for patient AGORL_P63 : 3.50 minutes.
2024-07-17 22:36:36 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:36:36 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P64 -----------------------------------
2024-07-17 22:36:36 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P64...
2024-07-17 22:36:37 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P64 separated successfully in 0.84 seconds
2024-07-17 22:36:37 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P64...
2024-07-17 22:36:37 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P64 created successfully in 0.13 seconds
2024-07-17 22:36:37 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P64...
2024-07-17 22:36:39 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P64 converted successfully in 2.74 seconds
2024-07-17 22:36:39 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P64...
2024-07-17 22:38:11 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P64 ran successfully in 91.78 seconds
2024-07-17 22:38:11 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P64...
2024-07-17 22:38:43 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P64 ran successfully in 31.85 seconds
2024-07-17 22:38:43 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P64...
2024-07-17 22:38:43 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P64 created successfully in 0.00 seconds
2024-07-17 22:38:43 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P64
2024-07-17 22:39:41 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P64 created successfully in 57.93 seconds
2024-07-17 22:39:41 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P64...
2024-07-17 22:39:59 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P64 : 6
2024-07-17 22:39:59 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P64 filtered successfully in 18.41 seconds
2024-07-17 22:39:59 |              __main__ |    DEBUG | Time taken for patient AGORL_P64 : 3.39 minutes.
2024-07-17 22:39:59 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:39:59 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P65 -----------------------------------
2024-07-17 22:39:59 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P65...
2024-07-17 22:40:02 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P65 separated successfully in 2.84 seconds
2024-07-17 22:40:02 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P65...
2024-07-17 22:40:02 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P65 created successfully in 0.16 seconds
2024-07-17 22:40:02 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P65...
2024-07-17 22:40:06 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P65 converted successfully in 3.53 seconds
2024-07-17 22:40:06 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P65...
2024-07-17 22:41:49 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P65 ran successfully in 103.18 seconds
2024-07-17 22:41:49 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P65...
2024-07-17 22:42:26 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P65 ran successfully in 36.97 seconds
2024-07-17 22:42:26 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P65...
2024-07-17 22:42:26 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P65 created successfully in 0.00 seconds
2024-07-17 22:42:26 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P65
2024-07-17 22:43:40 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P65 created successfully in 73.53 seconds
2024-07-17 22:43:40 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P65...
2024-07-17 22:43:58 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P65 : 7
2024-07-17 22:43:58 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P65 filtered successfully in 17.85 seconds
2024-07-17 22:43:58 |              __main__ |    DEBUG | Time taken for patient AGORL_P65 : 3.97 minutes.
2024-07-17 22:43:58 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 22:43:58 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P66 -----------------------------------
2024-07-17 22:43:58 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P66...
2024-07-17 22:44:00 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P66 separated successfully in 2.76 seconds
2024-07-17 22:44:00 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P66...
2024-07-17 22:44:00 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P66 created successfully in 0.15 seconds
2024-07-17 22:44:00 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P66...
2024-07-17 22:44:04 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P66 converted successfully in 3.24 seconds
2024-07-17 22:44:04 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P66...
2024-07-17 22:45:41 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P66 ran successfully in 97.54 seconds
2024-07-17 22:45:41 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P66...
2024-07-17 22:46:17 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P66 ran successfully in 35.33 seconds
2024-07-17 22:46:17 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P66...
2024-07-17 22:46:17 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P66 created successfully in 0.00 seconds
2024-07-17 22:46:17 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P66
2024-07-17 22:47:19 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P66 created successfully in 62.86 seconds
